0.10552054,0.040742755,2.0319846
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.30209285,0.39797905,0.7721632
0.035698064,0.43212017,-0.20055448
0.18728863,0.2518159,-1.1724195
0.31289062,0.21151832,-1.1168746
0.23475681,0.27051085,-0.6744952
0.1252895,0.13146925,-0.32534373
-0.04220941,-0.028571196,-0.13073298
-0.07334987,-0.17580871,-0.15374531
-0.08044198,-0.13891268,-0.07682812
-0.053740297,-0.150835,-0.15035637
-0.012084671,-0.1212708,-0.11062184
-0.07372232,-0.090307854,-0.072452165
-0.08257196,-0.15263811,-0.14030948
-0.044697974,-0.1118983,-0.24517313
0.01382357,-0.097046666,-0.17972408
-0.01624114,-0.1271918,-0.17002746
0.028996797,-0.10195312,-0.041351542
-0.0058396296,-0.107923016,0.038245525
0.055937853,-0.10352219,0.0962277
0.031888083,-0.08913355,0.068072945
-0.0025901622,-0.13688532,-0.01909326
0.027311726,-0.13858502,-0.11567013
0.06512424,-0.20415981,-0.07985232
0.0917197,-0.1318167,-0.045037046
0.040212594,-0.12507898,-0.038003292
0.08836624,-0.116433226,-0.18488823
0.055984795,-0.15319145,-0.33504516
0.061338246,-0.238318,-0.49496454
0.08575828,-0.036318902,-0.56423044
0.08974842,0.108330496,-0.73135924
0.024694975,0.28656036,-0.99525386
-0.037623685,0.42026636,-1.0763323
-0.18222971,0.4051399,-1.2702827
-0.46780878,0.083077714,-1.3401618
-0.7221262,-0.061988007,-1.8149145
-0.71548235,-0.28334394,-1.5183078
-0.69639987,-0.37251234,-1.4913546
-0.67927194,-0.35842395,-1.5598167
-0.7400361,-0.18880618,-1.4200497
-0.6448425,-0.4424685,-1.376999
-0.47310808,-0.23583876,-1.2591182
-0.56000334,-0.54106104,-1.3487102
-0.53225046,-0.3281293,-1.5918051
-0.63682306,-0.4127116,-1.6140108
-0.5761131,-0.21725957,-1.4723725
-0.58494836,-0.4029563,-1.5097253
-0.617415,-0.4354896,-1.4894652
-0.62935454,-0.20500231,-1.5561056
-0.7224917,-0.34667128,-1.6682802
-0.6245957,-0.4547174,-1.5338792
-0.50963336,-0.46948588,-1.5545527
-0.5366148,-0.34301415,-1.6117411
-0.58583194,-0.3861979,-1.5545734
-0.73044837,-0.3143875,-1.9567592
-0.7638062,-0.44805318,-1.5795223
-0.68294954,-0.3452731,-1.65868
-0.6385191,-0.35093233,-1.825106
-0.5865173,-0.5039562,-1.6632296
-0.45698208,-0.51491266,-1.6890887
-0.22647147,-0.40077543,-1.532436
-0.10640783,-0.19293477,-1.8342761
0.10048419,-0.278746,-1.5619879
0.30416632,0.078699164,-1.0971364
0.4153732,0.10562218,-0.45850107
0.2408171,0.24864063,0.31026125
-0.03081628,0.12589906,0.64371437
-0.13225764,-0.040255234,0.7479062
-0.13686709,-0.061991245,0.7586549
-0.1551225,-0.080321975,0.5777183
-0.13767731,-0.12645566,0.28043276
-0.12604252,-0.09635582,0.10903359
-0.044528343,-0.10154535,-0.22496341
-0.06543577,-0.08743805,-0.29165602
-0.021520283,-0.077330425,-0.23630947
-0.013371591,-0.09628691,-0.17664103
-0.058115173,-0.1532481,-0.16907598
-0.07569436,-0.1015748,-0.113203004
0.01451165,-0.14513853,-0.18994959
-0.036908824,-0.09905051,-0.14432997
-0.009989334,-0.14005935,-0.13646051
-0.038531426,-0.17667502,-0.029143373
0.0050145816,-0.10518797,-0.039427888
-0.016796952,-0.12896362,-0.2077437
-0.008304102,-0.1683222,-0.22885975
0.01050092,-0.119675264,-0.37930343
